ID,Consent,Audio,Intro_Headphones,Intro_Browser,IGNORE_315_1,IGNORE_315_2,IGNORE_315_3,IGNORE_315_4,IGNORE_315_5,Adapt_LOW_377,103_1,103_2,103_3,103_4,103_5,Adapt_LOW_365,112_1,112_2,112_3,112_4,112_5,Adapt_LOW_173,121_1,121_2,121_3,121_4,121_5,Adapt_LOW_354,144_1,144_2,144_3,144_4,144_5,Adapt_LOW_128,199_1,199_2,199_3,199_4,199_5,Adapt_LOW_365,315_1,315_2,315_3,315_4,315_5,Adapt_LOW_354,319_1,319_2,319_3,319_4,319_5,Adapt_LOW_128,323_1,323_2,323_3,323_4,323_5,Adapt_LOW_377,333_1,333_2,333_3,333_4,333_5,Adapt_LOW_173,338_1,338_2,338_3,338_4,338_5,Adapt_LOW_377,354_1,354_2,354_3,354_4,354_5,Adapt_LOW_365,367_1,367_2,367_3,367_4,367_5,Adapt_LOW_173,371_1,371_2,371_3,371_4,371_5,Adapt_LOW_128,380_1,380_2,380_3,380_4,380_5,Adapt_LOW_354,406_1,406_2,406_3,406_4,406_5,Adapt_LOW_354,413_1,413_2,413_3,413_4,413_5,Adapt_LOW_377,417_1,417_2,417_3,417_4,417_5,Adapt_LOW_365,437_1,437_2,437_3,437_4,437_5,Adapt_LOW_173,508_1,508_2,508_3,508_4,508_5,Adapt_LOW_128,663_1,663_2,663_3,663_4,663_5,IGNORE_315_1,IGNORE_315_2,IGNORE_315_3,IGNORE_315_4,IGNORE_315_5,Adapt_LOW_128,663_1,663_2,663_3,663_4,663_5,Adapt_LOW_173,508_1,508_2,508_3,508_4,508_5,Adapt_LOW_365,437_1,437_2,437_3,437_4,437_5,Adapt_LOW_377,417_1,417_2,417_3,417_4,417_5,Adapt_LOW_354,413_1,413_2,413_3,413_4,413_5,Adapt_LOW_354,406_1,406_2,406_3,406_4,406_5,Adapt_LOW_128,380_1,380_2,380_3,380_4,380_5,Adapt_LOW_173,371_1,371_2,371_3,371_4,371_5,Adapt_LOW_365,367_1,367_2,367_3,367_4,367_5,Adapt_LOW_377,354_1,354_2,354_3,354_4,354_5,Adapt_LOW_173,338_1,338_2,338_3,338_4,338_5,Adapt_LOW_377,333_1,333_2,333_3,333_4,333_5,Adapt_LOW_128,323_1,323_2,323_3,323_4,323_5,Adapt_LOW_354,319_1,319_2,319_3,319_4,319_5,Adapt_LOW_365,315_1,315_2,315_3,315_4,315_5,Adapt_LOW_128,199_1,199_2,199_3,199_4,199_5,Adapt_LOW_354,144_1,144_2,144_3,144_4,144_5,Adapt_LOW_173,121_1,121_2,121_3,121_4,121_5,Adapt_LOW_365,112_1,112_2,112_3,112_4,112_5,Adapt_LOW_377,103_1,103_2,103_3,103_4,103_5,IGNORE_315_1,IGNORE_315_2,IGNORE_315_3,IGNORE_315_4,IGNORE_315_5,Adapt_High_377,103_1,103_2,103_3,103_4,103_5,Adapt_High_365,122_1,122_2,122_3,122_4,122_5,Adapt_High_173,121_1,121_2,121_3,121_4,121_5,Adapt_High_354,144_1,144_2,144_3,144_4,144_5,Adapt_High_128,199_1,199_2,199_3,199_4,199_5,Adapt_High_365,315_1,315_2,315_3,315_4,315_5,Adapt_High_354,319_1,319_2,319_3,319_4,319_5,Adapt_High_128,323_1,323_2,323_3,323_4,323_5,Adapt_High_377,333_1,333_2,333_3,333_4,333_5,Adapt_High_173,338_1,338_2,338_3,338_4,338_5,Adapt_High_377,354_1,354_2,354_3,354_4,354_5,Adapt_High_365,367_1,367_2,367_3,367_4,367_5,Adapt_High_173,371_1,371_2,371_3,371_4,371_5,Adapt_High_128,380_1,380_2,380_3,380_4,380_5,Adapt_High_354,406_1,406_2,406_3,406_4,406_5,Adapt_High_354,413_1,413_2,413_3,413_4,413_5,Adapt_High_377,417_1,417_2,417_3,417_4,417_5,Adapt_High_365,437_1,437_2,437_3,437_4,437_5,Adapt_High_173,508_1,508_2,508_3,508_4,508_5,Adapt_High_128,663_1,663_2,663_3,663_4,663_5,IGNORE_315_1,IGNORE_315_2,IGNORE_315_3,IGNORE_315_4,IGNORE_315_5,Adapt_HIGH_128,663_1,663_2,663_3,663_4,663_5,Adapt_HIGH_173,508_1,508_2,508_3,508_4,508_5,Adapt_HIGH_365,437_1,437_2,437_3,437_4,437_5,Adapt_HIGH_377,417_1,417_2,417_3,417_4,417_5,Adapt_HIGH_354,413_1,413_2,413_3,413_4,413_5,Adapt_HIGH_354,406_1,406_2,406_3,406_4,406_5,Adapt_HIGH_128,380_1,380_2,380_3,380_4,380_5,Adapt_HIGH_173,371_1,371_2,371_3,371_4,371_5,Adapt_HIGH_365,367_1,367_2,367_3,367_4,367_5,Adapt_HIGH_377,354_1,354_2,354_3,354_4,354_5,Adapt_HIGH_173,338_1,338_2,338_3,338_4,338_5,Adapt_HIGH_377,333_1,333_2,333_3,333_4,333_5,Adapt_HIGH_128,323_1,323_2,323_3,323_4,323_5,Adapt_HIGH_354,319_1,319_2,319_3,319_4,319_5,Adapt_HIGH_365,315_1,315_2,315_3,315_4,315_5,Adapt_HIGH_128,199_1,199_2,199_3,199_4,199_5,Adapt_HIGH_354,144_1,144_2,144_3,144_4,144_5,Adapt_HIGH_173,121_1,121_2,121_3,121_4,121_5,Adapt_HIGH_365,112_1,112_2,112_3,112_4,112_5,Adapt_HIGH_377,103_1,103_2,103_3,103_4,103_5,Headphones,Silence,Computer,Computer_10_TEXT,Age,Sex,Sex_3_TEXT,Race,Race_5_TEXT,Politics,SO,Education
45,1,1,2,1,4,6,5,5,1,1,4,7,5,5,7,1,5,6,5,5,6,1,5,6,5,5,6,1,5,7,5,5,6,1,5,6,5,5,6,3,5,6,5,5,4,1,5,6,5,5,4,1,5,6,5,5,6,1,5,5,5,5,4,1,5,6,5,5,6,1,5,6,5,5,6,1,5,5,5,5,4,1,5,7,5,5,4,3,5,6,5,5,5,1,5,6,5,5,5,1,5,6,5,5,4,1,5,5,5,5,6,1,5,6,5,5,6,1,5,4,5,5,4,1,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,45,2,,2,,2,1,6
46,1,1,2,1,7,7,7,9,9,1,7,7,6,8,9,1,7,8,7,8,9,1,7,7,7,8,9,1,7,7,7,7,9,1,7,7,8,8,9,1,7,8,7,8,9,1,7,7,7,8,9,1,7,7,7,8,9,1,7,6,7,8,9,1,7,7,6,7,9,1,7,7,8,8,9,1,7,6,7,8,9,1,7,7,6,8,9,1,7,8,7,8,9,1,7,8,8,8,9,1,8,8,7,8,9,1,7,7,7,8,9,1,7,7,7,8,9,1,7,7,7,8,8,1,7,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Alienware,22,1,,5,"Black, White, Latino",4,1,5
47,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,4,4,1,4,4,8,7,6,1,7,6,6,7,3,3,4,5,4,5,4,1,5,5,5,5,7,1,7,9,6,5,4,1,7,8,8,7,6,3,9,5,7,8,2,1,7,7,6,6,8,1,3,4,8,8,8,1,5,7,5,5,7,1,5,5,5,5,9,1,3,8,4,2,6,3,3,4,5,5,5,1,8,7,6,6,2,3,3,6,4,2,4,3,6,2,8,8,6,1,7,9,8,7,5,1,5,5,7,7,5,3,5,5,8,8,4,1,7,7,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,24,2,,4,,4,1,6
48,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,5,4,5,5,4,3,4,3,5,5,3,2,4,4,4,4,4,2,6,6,5,5,5,1,7,7,5,7,7,1,8,7,7,7,7,1,3,3,4,5,5,3,4,4,4,4,4,3,4,5,5,5,5,2,7,7,8,7,8,3,6,6,6,6,6,2,6,7,6,6,6,3,5,5,5,5,5,2,6,6,6,6,6,3,7,7,7,7,7,2,5,5,5,5,5,2,6,6,6,6,6,1,4,4,4,4,4,3,5,5,5,5,5,3,6,6,7,7,7,2,1,2,,46,1,,4,,3,1,2
49,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,6,7,6,2,4,7,6,5,7,2,8,8,7,8,8,2,8,6,7,7,6,1,9,5,8,8,9,2,9,3,8,8,4,1,7,7,8,8,8,3,2,6,3,3,5,2,9,7,9,9,9,3,8,9,8,7,9,2,9,8,9,9,9,2,8,9,9,9,7,1,4,3,4,4,3,2,5,8,6,5,7,3,8,8,8,8,9,1,9,9,9,9,8,3,8,8,7,8,8,1,9,9,9,9,9,2,8,7,8,8,9,2,4,4,5,4,4,3,4,5,4,5,5,2,1,10,Razer laptop,30,1,,5,,4,1,7
50,1,1,2,1,5,6,6,8,5,1,8,9,9,8,5,1,9,9,9,8,3,3,8,9,9,8,5,2,9,9,9,9,3,1,7,9,8,9,5,3,7,9,8,8,5,2,6,9,8,7,6,3,8,9,8,9,3,1,7,9,7,5,5,2,6,9,6,6,6,3,9,9,9,9,3,1,7,9,8,8,5,2,6,9,9,9,7,3,8,9,6,7,5,2,7,9,7,7,6,3,6,9,7,7,5,1,8,9,9,9,3,1,5,9,8,9,6,1,7,9,8,9,5,2,6,9,9,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,19,2,,2,,4,2,3
51,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,7,2,4,3,5,5,6,2,3,3,5,5,3,2,5,5,5,6,7,2,5,6,6,6,7,2,6,7,6,6,7,1,5,6,6,6,7,3,6,5,6,6,4,2,5,6,6,6,8,2,6,6,6,6,7,2,7,7,7,7,7,2,5,6,6,6,7,2,5,6,6,6,6,2,5,6,6,6,7,2,5,6,6,6,7,2,5,6,6,6,5,2,5,6,6,5,6,3,6,6,7,7,7,2,5,5,6,6,7,2,5,4,6,6,6,2,5,7,7,8,7,2,1,1,,20,2,,1,,3,1,2
52,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,5,6,1,6,6,6,6,7,1,6,6,7,8,4,1,5,7,6,5,6,1,6,8,7,6,7,1,7,9,8,7,3,1,6,8,6,6,4,1,7,8,7,7,7,1,6,8,6,6,8,1,6,6,6,6,6,1,7,8,4,4,8,1,7,8,8,8,8,1,8,8,6,6,7,1,5,7,6,6,6,1,8,8,8,8,8,1,5,6,5,5,5,1,7,7,9,8,8,1,6,7,8,8,7,1,7,7,8,8,7,1,5,5,6,6,4,1,6,8,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Custom,35,2,,2,,4,1,3
53,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,1,8,7,8,8,7,2,7,7,7,7,7,1,7,7,8,8,7,2,8,8,8,9,8,3,8,8,7,7,8,2,8,8,8,8,8,1,8,8,8,8,8,1,8,8,8,8,8,1,8,8,8,8,8,2,8,8,8,8,8,3,8,8,8,8,8,1,8,8,8,8,8,2,8,8,8,8,8,2,8,8,8,8,8,2,8,8,8,8,8,3,8,8,8,8,8,1,8,8,8,8,8,1,8,8,8,8,8,3,8,8,8,8,8,2,7,7,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,32,1,,4,,2,1,8
54,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,8,7,9,1,6,7,8,8,8,1,3,4,8,8,6,2,9,9,7,6,7,3,7,8,6,5,9,2,9,9,9,9,2,1,9,9,7,6,7,1,7,8,9,8,3,1,4,6,6,4,5,2,6,6,8,9,6,2,9,9,9,9,3,3,5,5,5,5,9,3,9,9,5,4,5,2,6,7,8,6,6,2,9,7,8,9,8,2,9,5,6,5,4,3,9,7,8,9,8,2,5,8,6,8,6,1,9,9,7,8,5,2,6,7,6,7,6,1,9,9,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,msi,23,2,,4,,3,1,3
55,1,1,2,2,1,7,6,7,4,2,7,8,8,7,3,1,9,9,9,9,1,1,4,7,6,4,5,1,8,9,8,7,3,1,6,8,7,6,3,2,5,6,4,6,5,2,6,7,6,6,7,1,8,9,7,7,2,2,1,5,2,1,6,1,7,8,7,6,7,2,9,9,7,6,7,2,9,9,6,4,6,1,3,7,6,5,8,1,9,6,8,7,1,2,3,7,5,4,7,2,4,9,1,1,3,1,3,2,4,3,1,2,2,8,4,5,6,1,7,3,7,6,3,1,5,2,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,desktop pc,26,1,,4,,4,2,5
56,1,1,2,1,3,3,5,5,5,1,6,6,5,5,4,1,7,7,7,7,4,1,6,6,7,7,4,1,6,7,7,6,4,1,5,5,6,6,6,1,4,4,6,6,5,3,6,7,7,6,4,1,7,7,8,7,6,1,4,4,5,7,6,1,6,7,7,7,4,1,7,7,8,8,7,1,5,6,6,5,5,1,6,7,7,6,7,1,3,4,5,4,2,2,6,7,7,6,7,1,6,7,7,6,6,1,7,8,7,7,8,1,7,8,7,8,9,1,6,7,8,7,8,1,7,8,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,,27,1,,4,,5,3,3
57,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,6,3,6,2,6,8,7,6,7,2,9,9,6,4,8,2,5,7,6,5,7,2,9,9,9,8,4,1,9,8,5,6,6,2,9,9,6,5,8,2,4,8,5,5,8,2,8,9,8,6,8,2,6,5,5,3,5,2,9,8,8,7,7,1,9,9,9,9,3,2,8,7,7,5,7,3,9,9,8,8,6,2,1,2,3,4,5,2,8,9,6,5,5,1,4,5,6,5,5,1,9,8,5,4,7,2,5,5,6,4,4,2,2,4,4,3,5,2,4,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Custom-built gaming desktop PC,36,1,,4,,2,1,3
58,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,6,6,2,8,8,7,9,4,2,7,6,8,8,6,2,6,6,7,7,7,2,8,7,7,7,5,2,4,4,5,5,6,3,3,4,5,5,4,2,4,4,5,4,5,2,5,5,5,5,6,2,4,4,5,4,6,1,4,4,4,4,6,2,7,6,7,6,5,1,7,7,8,8,3,3,7,6,8,7,4,3,4,3,6,6,3,2,8,7,6,6,4,2,9,8,7,7,5,2,8,7,8,8,4,3,5,5,7,6,7,1,4,4,6,6,6,3,4,4,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,32,2,,1,,4,3,7
59,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,3,6,1,7,4,6,6,3,2,8,8,4,4,5,2,4,4,6,6,4,2,6,6,6,6,4,2,5,3,5,5,5,1,7,7,3,3,5,2,5,5,6,6,4,2,5,5,5,5,5,1,5,5,6,6,4,2,3,3,5,4,5,2,7,7,6,5,4,3,4,3,5,4,3,2,5,5,5,5,5,2,2,2,2,2,2,2,7,7,7,5,3,2,2,7,2,2,2,2,2,2,6,6,4,2,3,2,5,5,5,2,3,3,5,3,4,2,2,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,23,2,,4,,5,1,5
60,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,7,1,6,7,7,7,8,1,7,8,7,8,7,2,7,6,7,7,8,1,8,8,8,8,7,1,7,9,8,7,4,1,8,9,7,7,5,1,7,7,7,6,7,1,7,5,7,7,7,1,7,8,8,7,7,1,7,8,7,7,7,1,7,7,7,7,7,1,8,9,7,6,5,1,7,5,7,8,6,1,7,8,7,7,7,1,7,8,7,6,6,1,7,6,8,8,8,1,8,8,8,8,7,1,7,6,7,7,7,1,8,8,8,7,8,1,8,9,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,,21,2,,1,,3,3,5
61,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,2,5,7,5,6,7,1,7,8,8,9,8,3,8,8,7,7,6,1,9,9,9,9,9,2,9,9,9,9,9,2,7,9,6,5,7,2,1,1,1,1,3,2,8,8,8,8,8,3,3,3,3,3,3,2,8,8,8,8,8,1,8,8,8,8,8,2,9,9,9,9,9,1,9,9,9,9,9,2,4,4,4,4,4,1,7,7,7,7,7,1,4,4,4,4,4,2,9,9,9,9,9,1,8,8,8,8,8,1,2,2,2,2,2,2,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,36,1,,1,,3,1,4
